,Text,Emotion
14601,95% of digital music sales (excluding iTunes) sold by Amazon. 47% of non-iPod MP3 player owners buy from Amazon MP3  ,surprise
14602,Awesome time at @teamoneill 's 'Fighting Fear' première last night in Leicester Square - Check out the HD trailer on our Facebook page ,fear
14603,She began to feel exasperated . ,anger
14604,"The rebels --- who want the government to recognize them as a legitimate force of change --- were miffed that the bill referred them in vague terms , such as `` dissenting groups in Chiapas . ''",anger
14605,The of t/LORD is t/beginning of #Wisdom; all who #FOLLOW his precepts hv good understanding. 2him belong #EternalPraise ~Ps.111:10,fear
14606, Certainly . ,neutral
14607, And then ? ,neutral
14608,"@Henriettegt Ik heb nog wel wat stukjes uni geel en zwart liggen, maar niet zo veel geloof ik. Wat ben je van plan? ",surprise
14609,He 's just happy to get on with it . ,joy
14610,Punching all of y'all in throat would feel great right about now ,anger
14611,"Last night Mr Smith said : ` We are mad with this programme , and especially with Barth . ",anger
14612,The Oracle clearly becomes very anxious about this and demands to know their business . ,fear
14613,"Finished a school project, was even able to add some touches to it to get the A+, so lets see. Now I have english! ",joy
14614,"There have been some most tempting glimpses of it when you have become excited about a design or angry with yourself for a failure to meet your own high standards . "" ",joy
14615,I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot.,anger
14616, Here it is . ,neutral
14617,attention  what time will everyone be getting in line for @OfficialPWG tomorrow?,fear
14618,When my grandmother died.,sadness
14619,"When high level results were declared, I found my candidature number.  I was very happy as I had not expected it.  As I had been  injured before the examination and I had performed poorly.",joy
14620, is just the raw product; and #Fullfillment are always the final PRODUCT.,joy
14621,"Wag nang wish list.. Un-wish List nalang,, para hindi na madagdagan yung mga photo frames at figurines namin sa bahay.. ",surprise
14622,Psyc midterm today. Feeling like I'm gonna bomb. #tearyeyed,sadness
14623, All right . ,neutral
14624,"@Maniacoffee Mais, mais t'as Jack pour les sourcils! Ou Pingu! Je vais être obligée de me foutre de ta gueule maintenant.. ",sadness
14625,Mock Improvisation Workshop Assessment ,joy
14626,@markmac1023 we are!!! Christmas day with our church family @MainStrChurch will be a highlight! ,joy
14627,"Room, arguably done, now time for some chemistry! ",joy
14628, I get to be your little girl Daddy God!  I get 2 focus on u &amp; that putting u 1st &amp; focusing on u is a not a burden!,joy
14629,When I think that I will probably never have a genuine contact with my parents.,sadness
14630,"organisatie voor de 2 sintfeesten volgend weekend is geregeld, nu nog inspiratie en vele gedichten schrijven",surprise
14631,"Too cold, no make-up, hair bunged up.. Well today's going to be fun! ",joy
14632,"But his initial anger at finding the latest two victims of the insane killer 's bloodlust , blazed into an all-consuming hatred of the man who had done it . ",anger
14633,"Rescued dogs are often somewhat nervous of people , and yet may also become excited to see you , when you have been out , for example . ",fear
14634, Hold on . We will be successful right away . ,neutral
14635,Most of my friends left and tomorrow is my birthday. ,sadness
14636,"Literally hating everything at work right now, only 4.5 more hours ",joy
14637,"I hate when days go by with no message from him. God, please keep that soldier safe. #war",fear
14638,"` You do these ? "" he asked an indignant Auguste . ",anger
14639,"@NotStuartTurner so jealous you got a ticket to the game, wish I was eligible since I might be coming back Saturday now! ",surprise
14640,"God makes me Happy,so I wanna make him Happy! Lord who is like u?...And I want to be more Like u!   ",joy
14641,"BLACKEYES ended , trailing an ever thinner line of puzzled viewers , exasperated critics , and the nagging question , what went wrong ? ",anger
14642, Right . ,neutral
14643,To his own surprise all his anger against Edouard had evaporated . ,anger
14644, my boss has been breathing down my neck all day . I can't wait for the weekend ! ,anger
14645," Oh , that ’ s very sad . ",sadness
14646,Gonna be late for work again lol surprise,surprise
14647,Nell swallowed down the revulsion of the word normal . ,disgust
14648,Good start to my day.  ,surprise
14649,im bout too crush like shit mane . ,joy
14650,We had to finish the life of our 8 year-old dog.,sadness
14651,"Damn. I've bought a lot from them before, but suddenly Amazon Japan no longer ship to Norway. Also, not paying 3x the amount on Ebay. ",anger
14652,@GetUpWithGod  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
14653,As much as I &lt;3 the steelers. I cannot stand Big Ben ,disgust
14654,Court sounded almost indignant . ,anger
14655,"@TheBodyShopUK my son &amp; daughter fill me with when I see them coming home from uni &amp; work, they make me so happy I'm a proud mum xx",joy
14656,I KNOW I should finish this book &amp; get it out there but I have all these other ideas that are much more exciting! #motivationfail,fear
14657,You may find your exasperation turns to inspiration ,anger
14658,Gonna be a long day. Starting it off taking my mom to the doctor.. ,joy
14659,Preparing stuff for my december special thing. :D  #snow #wallpapers #comics #too #many #hashtags,joy
14660,today is going to be a very long day... ,joy
14661," Paranoid ? I ’ m not paranoid ! I ’ m cautious ! You see Dan , we have to be on guard at all time ! People just invade your privacy as if they knew you ! Telemarketers , solicitors , even your bank ! They have way too much information ! I like to keep everything on a need to know basis . ",fear
14662,Anyone recommend a good Christmas tree delivery service (off the blue/brown line)?  I don't have a car but still want to spread the ,joy
14663,"@TheBodyShopUK for me is watching my dogs rip open their presents, then jump around in the mountains of paper searching for treats!",joy
14664,i swear people piss me off more every day. ,anger
14665,"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi.",joy
14666,@KelseyWalker10 excited to be bell ringing today! ,joy
14667,"There's a first time for everything, and tomorrow it's Root Canal Treatment #passmethewine",joy
14668, Stop it . Teacher doesn't treat me any different than she does everyone else . ,anger
14669,"We huddle beneath the covers , but to our dismay , the one duvet is but a slim pink layer of fabric resembling a furniture cover . ",fear
14670,"love me a nice, cold glass of chocolate milk right now ",joy
14671,"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend.",anger
14672," I would love to hear the birds singing and feel the fresh breeze on my face . When the wind blows in the city , you get dust in your mouth and in your eyes . ",joy
14673,"He had a clear picture of a sad and lonely man , deeply concerned about his health and dwelling on a future which seemed to promise only a fairly rapid decline into senility . ",sadness
14674, Yes . ,neutral
14675,Fashion show all after noon ,joy
14676,"@DaveWright70 @rmmanson @GabBurnsSmith @fraudsterboosh bob, would not like to be on your head come Saturday morning ! ",fear
14677,So excited for the 25 days of Christmas :) ,joy
14678,I love showing up to class and finding out I have a test ,surprise
14679,"due to the fact my dad stalks my bank account, he probably knows what he is getting for Christmas. #ThatIsWhatYouGet",surprise
14680,NYC &quot;terror plot&quot; foiled yesterday but  waits until prime time Sunday to announce it.  Yeah. Right.   #Repression  #tpot,fear
14681,Just had a french roast cup of joe from @starbucks...,joy
14682,Yeh and this is my cup of care...\_/....Look...It's empty....What a ,surprise
14683,Basketball practice. on a monday morning so dad #wakeup!,joy
14684,Tristissima news... Brandon è stato uno dei miei eroi... I Blazers senza Roy non riesco nemmeno ad immaginarmeli. ,sadness
14685,"The boy bowed again , enjoying her astonishment in the same way he had enjoyed the applause of the T'ang earlier that day when he had played Tsu Tiao . ",surprise
14686,Got a letter from Cincinnati expecting to be asked where the hell my transcripts are..and it was an acceptance letter :) ,surprise
14687, then  mehh. Get to watch more videos on legalities for nursing home staff. Oh ,joy
14688,The emotion came when a certain boy opened my locker without my knowledge.,anger
14689,"Of course,the one weekend I have to spend writing an important paper,there's an ASU game and,more importantly,Harry Potter Weekend. ",sadness
14690,"But today , the Oxford University Sports Director was furious at her exclusion . ",anger
14691," Yes , I did . Did you ? ",joy
14692,"When he took his hand away still saying nothing , she felt slightly hurt and resentful . ",anger
14693,@TheBodyShopUK for me is a nice hot bath with plenty of lovely body shop goodies to relax &amp; unwind! heaven! (plus its a quiet 10mins!),joy
14694,after 2 hours of procrastinating I'm finally going back to Due West ,joy
14695,The London Irish Women 's Centre are pleased to announce that the Irish language classes for adults will continue with Siobhan Ni Neill on Fridays from 10.30 am to 12.30 starting on Feb 7 . ,joy
